,post_id,text,annotatorid1,target1,label1,annotatorid2,target2,label2,annotatorid3,target3,label3,rationales,final_label,final_target_category
18236,25762135_gab,"['anyone', 'that', 'stepped', 'foot', 'on', 'desert', 'soil', 'and', 'fought', 'those', 'sand', 'niggers', 'please', 'tell', 'me', 'does', 'it', 'make', 'you', 'sick', 'to', 'see', 'them', 'taking', 'over', 'america']",223,['Arab'],hatespeech,204,['Arab'],hatespeech,231,['Arab'],hatespeech,"[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",hatespeech,['Arab']
18257,25823817_gab,"['brennan', 'is', 'a', 'traitor', 'any', 'other', 'muslim', 'who', 'attains', 'a', 'position', 'of', 'responsibility', 'will', 'also', 'commit', 'treason', 'muslims', 'cannot', 'be', 'muslims', 'while', 'upholding', 'the', 'us', 'constitution', 'or', 'its', 'laws', 'they', 'are', 'irrevocably', 'in', 'conflict', 'with', 'so', 'called', 'islamic', 'law']",218,['Islam'],offensive,203,['Islam'],offensive,211,['None'],normal,"[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",offensive,['Islam']
18265,25855215_gab,"['nazi', 'assholes', '<number>', 'good', 'republican', '<number>', 'joke', 'antifa', 'hezbollah', 'sandniggers10', 'little', 'bitch', 'mellenial', '<number>', 'stupid', 'democrats', 'that', 'just', 'veiw', 'cause', 'scard', '<number>', 'lmfao', 'stupid', 'dems', 'open', 'there', 'mouths', '<number>', 'only', 'few', 'have', 'balls', 'lmfao']",230,"['Arab', 'Islam', 'Other']",hatespeech,212,"['African', 'Islam']",hatespeech,211,['Asian'],hatespeech,"[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",hatespeech,['Islam']
18268,25857922_gab,"['rt', 'usahotlips', 'i', 'never', 'thought', 'i', 'would', 'see', 'the', 'day', 'when', 'liberals', 'would', 'have', 'so', 'much', 'contempt', 'for', 'one', 'man', 'their', 'country', 'that', 'they', 'would', 'actually', 'cheer', 'for', 'defend', 'ms', '<number>', 'north', 'korea', 'iran', 'illegal', 'immigrants', 'deep', 'state', 'thursdaythought', 'maga', 'tds']",202,['Refugee'],offensive,231,['Refugee'],offensive,223,"['Refugee', 'Other']",offensive,"[[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]]",offensive,['Refugee']
18289,25936116_gab,"['enjoy', 'your', 'new', 'drama', 'filled', 'scandalous', 'royalty', 'england', 'this', 'is', 'what', 'happens', 'when', 'you', 'take', 'a', 'ghetto', '<number>', 'y', 'o', 'divorcee', 'and', 'try', 'to', 'make', 'her', 'a', 'princess']",217,['Women'],offensive,213,['None'],normal,199,['Women'],normal,[],normal,['Women']
18291,25938675_gab,"['i', 'am', 'gonna', 'go', 'now', 'but', 'i', 'will', 'be', 'back', 'later', 'we', 'are', 'just', 'getting', 'started', 'you', 'and', 'i', 'better', 'rummage', 'through', 'your', 'closet', 'and', 'find', 'your', 'dancing', 'shoes', 'bitch', 'boy', 'we', 'are', 'not', 'done', 'by', 'a', 'long', 'shot']",225,['None'],offensive,203,['None'],offensive,211,['None'],normal,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]]",offensive,
18306,26004134_gab,"['wow', 'you', 'just', 'admitted', 'to', 'wanting', 'the', 'homo', 'sex', 'eww', 'the', 'trolls', 'on', 'gab', 'are', 'retarded', 'as', 'hell', 'maybe', 'as', 'technology', 'improves', 'so', 'will', 'the', 'faggotry', 'jeff', 'mute', 'this', 'nigga', 'mute']",206,['Homosexual'],hatespeech,211,['Homosexual'],offensive,208,['Homosexual'],hatespeech,"[[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0]]",hatespeech,['Homosexual']
18321,26059860_gab,"['<user>', '\u200d', 'i', 'agree', 'the', 'catholic', 'church', 'loves', 'their', 'muzzie', 'infiltration', 'at', 'any', 'cost', 'they', 'give', 'and', 'give', 'and', 'give', 'to', 'the', 'sand', 'niggers', 'at', 'the', 'cost', 'of', 'white', 'catholics', 'shame', 'on', 'them']",225,"['Arab', 'Islam']",hatespeech,207,"['Arab', 'Islam']",offensive,204,"['Islam', 'Other']",hatespeech,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",hatespeech,"['Arab', 'Islam']"
18351,26245401_gab,"['it', 'muh', 'dickism', 'and', 'biketheftism', 'rolled', 'into', 'one', 'if', 'you', 'think', 'about', 'it', 'it', 'peak', 'negro', 'if', 'niggers', 'could', 'do', 'magic', 'they', 'would', 'of', 'course', 'use', 'their', 'powers', 'to', 'steal', 'shit']",201,['African'],hatespeech,222,['African'],hatespeech,211,['None'],normal,"[[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",hatespeech,['African']
18354,26251002_gab,"['i', 'have', 'been', 'looking', 'through', 'historical', 'photos', 'and', 'have', 'noticed', 'that', 'some', 'women', 'do', 'not', 'look', 'very', 'happy', 'when', 'wearing', 'red', 'jfk', 'wife', 'for', 'example']",204,['None'],normal,224,['None'],normal,225,['None'],normal,[],normal,
18365,26296506_gab,"['gab', 'lately', 'has', 'gone', 'absolutely', 'full', 'retard', 'i', 'havent', 'seen', 'this', 'level', 'of', 'breakdown', 'since', 'i', 'trolled', 'themeparkreview', 'com', 'into', 'the', 'ground', 'well', 'me', 'and', 'a', 'few', 'other', 'trolls', 'guys', 'you', 'all', 'need', 'to', 'chill']",211,['None'],offensive,225,['None'],normal,221,['None'],normal,[],normal,
18396,26410751_gab,"['yep', 'it', 'been', 'going', 'on', 'a', 'while', 'if', 'only', 'people', 'would', 'listen', 'to', 'people', 'like', 'tommy', 'like', 'us', 'but', 'they', 'do', 'not', 'they', 'like', 'to', 'feel', 'good', 'and', 'not', 'think', 'about', 'the', 'up', 'to', 'a', 'million', 'underage', 'girls', 'raped', 'over', 'the', 'decades']",200,['Islam'],offensive,228,['None'],offensive,223,['Islam'],offensive,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]]",offensive,['Islam']
18408,26427633_gab,"['because', 'e', 'should', 'have', 'bee', 'asians', 'and', 'f', 'should', 'have', 'been', 'all', 'the', 'above']",205,['Asian'],offensive,232,['Asian'],normal,211,['None'],normal,[],normal,['Asian']
18414,26443311_gab,"['i', 'should', 'post', 'pics', 'of', 'muslim', 'women', 'sucking', 'christian', 'cock', 'lol']",203,['Islam'],offensive,211,['Islam'],offensive,214,"['Christian', 'Islam']",offensive,"[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0], [0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0]]",offensive,['Islam']
18438,26522154_gab,"['nigger', 'jokes', 'are', 'more', 'played', 'out', 'than', 'groyper', 'avis', 'keep', 'using', 'it', 'it', 'has', 'no', 'effect', 'meanwhile', 'all', 'you', 'do', 'is', 'whine', 'and', 'bitch', 'way', 'to', 'save', 'the', 'west', 'bitching', 'on', 'gab', 'my', 'dude']",202,"['African', 'Other']",offensive,205,['African'],hatespeech,223,['African'],hatespeech,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]]",hatespeech,['African']
18444,26535249_gab,"['no', 'no', 'it', 'every', 'topic', 'dude', 'every', 'topic', 'that', 'gets', 'some', 'traction', 'here', 'they', 'come', 'they', 'are', 'in', 'every', 'room', 'spouting', 'it', 'the', 'jews', 'and', 'the', 'arabs', 'then', 'the', 'blacks', 'it', 'what', 'they', 'came', 'to', 'do']",203,['Other'],normal,202,"['African', 'Arab', 'Jewish', 'Other']",offensive,204,"['African', 'Arab', 'Jewish']",normal,[],normal,"['Arab', 'African', 'Jewish']"
18471,26619153_gab,"['arab', 'refugees', 'the', 'jews', 'are', 'fucking', 'arabs']",211,['Jewish'],hatespeech,222,"['Arab', 'Jewish']",offensive,223,"['Arab', 'Jewish']",hatespeech,"[[1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1]]",hatespeech,"['Arab', 'Jewish']"
18482,2668582_gab,"['the', 'left', 'labels', 'trump', 'supporters', 'as', 'being', 'uneducated', 'but', 'chooses', 'to', 'side', 'with', 'third', 'world', 'refugees', 'that', 'have', 'zero', 'conception', 'of', 'how', 'democracy', 'works', 'just', 'liberal', 'things', 'maga', 'democrats', 'cucks', 'trump']",231,['Refugee'],offensive,207,"['Refugee', 'Other']",offensive,204,['Refugee'],offensive,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0]]",offensive,['Refugee']
18503,26827207_gab,"['im', 'not', 'going', 'to', 'join', 'that', 'gay', 'ass', 'jew', 'hate', 'club', 'ya', 'fag', 'now', 'go', 'find', 'a', 'kackrat', 'and', 'stroke', 'it', 'all', 'better']",223,['Jewish'],hatespeech,231,"['Homosexual', 'Jewish']",hatespeech,228,"['Homosexual', 'Jewish']",hatespeech,"[[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",hatespeech,"['Jewish', 'Homosexual']"
18510,26847498_gab,"['wait', 'so', 'ur', 'tellin', 'me', 'not', 'only', 'is', 'the', 'earth', 'not', 'flat', 'but', 'niggers', 'be', 'on', 'other', 'planets', 'i', 'guess', 'i', 'should', 'not', 'be', 'surprised', 'after', 'learning', 'what', 'ethnic', 'swedes', 'look', 'like', 'i', 'always', 'thought', 'they', 'were', 'hot', 'blondes']",222,['African'],offensive,217,"['African', 'Men', 'Women']",hatespeech,212,['African'],offensive,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",offensive,['African']
18513,26852992_gab,"['most', 'muslim', 'men', 'are', 'homosexuals', 'pakistan', 'has', 'more', 'male', 'prostitutes', 'than', 'most', 'countries', 'film', 'makers', 'concluded', 'that', 'most', 'pakistani', 'men', 'visit', 'male', 'prostitutes', 'for', 'sex', 'if', 'you', 'dont', 'believe', 'me', 'ask', 'the', 'ex', 'cricketer', 'and', 'now', 'politician', 'imran', 'khan']",233,"['Homosexual', 'Islam']",offensive,207,"['Homosexual', 'Islam']",offensive,250,"['Heterosexual', 'Homosexual', 'Arab', 'Islam', 'Men', 'Refugee']",hatespeech,"[[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",offensive,"['Islam', 'Homosexual']"
18525,26892722_gab,"['so', 'as', 'men', 'we', 'have', 'penises', 'that', 'look', 'like', 'melted', 'candles', 'but', 'women', 'get', 'something', 'cool', 'as', 'their', 'pussies', 'look', 'like', 'the', 'fucking', 'predator']",231,"['Women', 'None']",offensive,212,['Women'],offensive,207,['Women'],offensive,"[[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",offensive,['Women']
18534,26948887_gab,"['is', 'this', 'why', 'kale', 'is', 'popular', 'now', 'because', 'it', 'clears', 'out', 'your', 'shit', 'shaft', 'i', 'did', 'not', 'know', 'it', 'was', 'queer', 'food']",212,['Homosexual'],offensive,206,['Homosexual'],offensive,223,['Homosexual'],hatespeech,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",offensive,['Homosexual']
18539,26964751_gab,"['lol', 'we', 'got', 'another', 'israel', 'firsting', 'faggot', 'i', 'bet', 'you', 'd', 'like', 'a', 'kike', 'rape', 'your', '<number>', 'year', 'old', 'daughter', 'to', 'prove', 'you', 'are', 'not', 'anti', 'semitic', 'would', 'not', 'you']",221,"['Islam', 'Jewish']",hatespeech,202,"['Arab', 'Jewish']",hatespeech,231,"['Homosexual', 'Jewish']",hatespeech,"[[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",hatespeech,['Jewish']
18556,27005298_gab,"['thanks', 'jews', 'how', 'it', 'started']",202,['Jewish'],offensive,207,['Jewish'],offensive,221,['Jewish'],normal,"[[1, 1, 0, 0, 0], [1, 1, 1, 1, 1]]",offensive,['Jewish']
18559,27008964_gab,"['do', 'not', 'vote', 'for', 'any', 'candidate', 'with', 'a', 'jew', 'spic', 'sand', 'nigger', 'or', 'gook', 'last', 'name', 'or', 'one', 'who', 'is', 'a', 'nigger', 'period']",221,"['African', 'Hispanic', 'Jewish']",hatespeech,206,"['African', 'Hispanic', 'Jewish']",hatespeech,207,"['African', 'Arab', 'Hispanic', 'Islam', 'Jewish']",offensive,"[[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",hatespeech,"['African', 'Hispanic', 'Jewish']"
18566,27021209_gab,"['you', 'sound', 'like', 'an', 'annoying', 'boomer', 'faggot']",200,"['Homosexual', 'Other']",offensive,201,['Homosexual'],hatespeech,210,['Homosexual'],offensive,"[[0, 0, 0, 0, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1]]",offensive,['Homosexual']
18568,2702487_gab,"['happy', 'sunday', 'prayers', 'for', 'the', 'copts', 'at', 'home', 'and', 'abroad', 'effected', 'by', 'the', 'violence', 'in', 'cairo']",225,['Christian'],normal,207,['None'],normal,204,['None'],normal,[],normal,
18569,27026013_gab,"['either', 'that', 'or', 'you', 'are', 'a', 'retard', 'who', 'does', 'not', 'understand', 'that', 'the', 'word', 'demand', 'is', 'customarily', 'used', 'when', 'outlining', 'political', 'goals', 'even', 'when', 'said', 'goals', 'are', 'not', 'addressed', 'to', 'any', 'specific', 'higher', 'authority']",211,['None'],normal,205,['None'],offensive,206,['None'],offensive,"[[0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",offensive,
18576,27053763_gab,"['president', 'trump', 'has', 'the', 'patience', 'of', 'a', 'saint', 'if', 'it', 'were', 'me', 'in', 'his', 'place', 'i', 'would', 'have', 'declared', 'martial', 'law', 'rounded', 'up', 'every', 'member', 'of', 'the', 'retarded', 'liberal', 'media', 'and', 'shipped', 'them', 'all', 'to', 'a', 'gulag', 'in', 'antarctica']",223,['Other'],offensive,206,['None'],offensive,217,"['Men', 'Women', 'Other']",offensive,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",offensive,
18578,27055799_gab,"['americanthinker', 'usually', 'with', 'excellent', 'editorials', 'and', 'i', 'especially', 'like', 'the', 'comments', 'section', 'today', 'a', 'jew', 'harped', 'on', 'and', 'on', 'about', 'poor', 'pitiful', 'persecuted', 'jews', 'and', 'how', 'terrible', 'anti', 'semitism', 'is', 'what', 'so', 'damn', 'special', 'they', 'should', 'have', 'their', 'own', 'word', 'for', 'alleged', 'racism']",221,['Jewish'],normal,206,['Jewish'],offensive,207,['Jewish'],normal,[],normal,['Jewish']
18585,27075190_gab,"['the', 'question', 'i', 'ask', 'myself', 'most', 'often', 'is', 'why', 'the', 'negro', 'race', 'keeps', 'running', 'away', 'from', 'themselves', 'to', 'live', 'amongst', 'the', 'white', 'race', 'and', 'then', 'turn', 'around', 'and', 'blame', 'the', 'white', 'race', 'for', 'their', 'pathetic', 'existence', 'in', 'the', 'land', 'from', 'whence', 'they', 'came']",207,['African'],offensive,223,['African'],hatespeech,231,['African'],offensive,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",offensive,['African']
18600,27165282_gab,"['<number>', '<number>', 'the', 'ghetto', 'plantation', 'the', 'ghetto', 'plantation', 'was', 'designed', 'to', 'keep', 'them', 'poor', 'desperate', 'and', 'under', 'control', 'while', 'keeping', 'them', 'voting', 'against', 'their', 'own', 'welfare', 'for', 'decades', 'neo', 'marxist', 'saul', 'alinsky', 'based', 'much', 'of', 'his', 'tactics', 'on', 'the', 'democrats', 'approach', 'to', 'blacks', 'and', 'the', 'us', 'government', 'approach', 'to', 'the', 'native', 'americans']",212,['None'],normal,207,['African'],normal,204,['African'],normal,[],normal,['African']
18616,27280463_gab,"['for', 'fuck', 'sake', 'when', 'is', 'the', 'western', 'governments', 'going', 'to', 'stop', 'giving', 'these', 'retarded', 'hostile', 'muslims', 'perpetual', 'aid']",213,['Islam'],hatespeech,221,['Islam'],offensive,217,"['Arab', 'Islam']",hatespeech,"[[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]]",hatespeech,['Islam']
18638,27347238_gab,"['it', 'probably', 'does', 'not', 'since', 'faggot', 'kennedy', 'limited', 'the', 'ruling', 'to', 'just', 'that', 'one', 'baker', 'and', 'just', 'to', 'be', 'pushing', 'back', 'against', 'anti', 'christian', 'statements', 'by', 'the', 'state', 'regulators', 'the', 'one', 'time', 'kennedy', 'was', 'ready', 'to', 'do', 'the', 'right', 'thing', 'roberts', 'was', 'there', 'to', 'overrule', 'him', 'obamacare']",207,['Homosexual'],offensive,202,"['Homosexual', 'Other']",offensive,204,['Homosexual'],offensive,"[[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",offensive,['Homosexual']
18640,27352334_gab,"['jews', 'started', 'terrorism', 'murdering', 'and', 'bombing', 'in', 'jerusalem', 'jews', 'are', 'fucking', 'arabs']",205,['Jewish'],offensive,206,"['Arab', 'Islam', 'Jewish']",hatespeech,207,"['Arab', 'Jewish']",offensive,"[[1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",offensive,"['Arab', 'Jewish']"
18641,27354787_gab,"['🎶', 'blackstones', 'meet', 'the', 'blackstones', 'they', 'are', 'a', 'stone', 'age', 'ghetto', 'family', 'from', 'the', 'town', 'of', 'harlem', 'they', 'are', 'niggers', 'right', 'from', 'history', '🎶']",202,"['African', 'Other']",offensive,204,['African'],hatespeech,203,['African'],hatespeech,"[[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]]",hatespeech,['African']
18642,27357310_gab,"['oh', 'that', 'bitch', 'needs', 'to', 'be', 'cornered', 'by', 'a', 'pack', 'of', 'sand', 'niggers', 'made', 'air', 'tight', 'and', 'then', 'have', 'her', 'throat', 'slit', 'it', 'could', 'have', 'been', 'a', 'bus', 'that', 'killed', 'her', 'after', 'all']",202,['Arab'],offensive,231,"['Arab', 'Women']",hatespeech,223,['Arab'],hatespeech,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",hatespeech,['Arab']
18653,27386050_gab,"['wherever', 'trump', 'goes', 'there', 'is', 'love', 'peace', 'and', 'happiness', 'except', 'for', 'israel', 'only', 'jews', 'would', 'kill', 'around', '<number>', 'people', 'in', 'his', 'presence']",210,"['Arab', 'Jewish']",hatespeech,220,['Jewish'],hatespeech,230,['Jewish'],hatespeech,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",hatespeech,['Jewish']
18661,27406915_gab,"['as', 'for', 'jews', 'revenge', 'is', 'the', 'only', 'answer', 'i', 'blame', 'modern', 'christianity', 'for', 'this', 'cuck', 'mentality', 'turn', 'the', 'other', 'cheek', 'must', 'end', 'the', 'jews', 'have', 'flooded', 'our', 'countries', 'with', 'invaders', 'to', 'rape', 'our', 'daughters', 'our', 'people', 'used', 'to', 'live', 'for', 'conquer', 'and', 'revenge', 'its', 'time', 'to', 'rekindle', 'the', 'fire', '<number>']",211,['None'],normal,231,['Jewish'],hatespeech,200,['Jewish'],hatespeech,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",hatespeech,['Jewish']
